--------------------------------------------------
Epoch	LR			F1		Loss		Acc
1  		0.000100	1.81	0.673368	 5.01%
2  		0.000100	2.61	0.712950	 4.43%
1  		0.000100	1.21	0.987891	 4.12%
2  		0.000100	3.28	1.073985	 3.76%
3  		0.000100	1.31	1.097187	 3.76%
4  		0.000100	0.81	1.033152	 4.12%
5  		0.000100	0.91	1.149552	 3.49%
1  		0.000100	20.86	0.490747	 43.03%
2  		0.000100	10.65	0.474372	 31.79%
3  		0.000100	25.30	0.409107	 33.62%
4  		0.000100	21.81	0.397695	 31.58%
5  		0.000100	15.41	0.384043	 30.80%
6  		0.000100	32.21	0.388955	 28.61%
7  		0.000100	16.89	0.428587	 27.19%
1  		0.000100	33.60	0.480291	 42.91%
2  		0.000100	15.09	0.397591	 30.86%
3  		0.000100	17.83	0.504486	 30.23%
1  		0.000100	27.19	0.593883	 51.20%
2  		0.000100	55.91	0.221869	 70.13%
3  		0.000100	60.78	0.180621	 78.49%
4  		0.000100	71.06	0.099344	 80.11%
5  		0.000100	82.27	0.135302	 79.96%
6  		0.000100	70.56	0.116395	 82.39%
7  		0.000100	82.05	0.089646	 84.44%
8  		0.000100	85.55	0.054515	 83.65%
9  		0.000100	54.72	0.069955	 83.47%
10 		0.000100	72.89	0.068170	 83.74%
11 		0.000100	78.78	0.046782	 83.44%
12 		0.000100	64.64	0.068091	 83.23%
13 		0.000100	74.43	0.101858	 84.47%
1  		0.001000	40.61	0.280431	 53.00%
2  		0.001000	60.26	0.098428	 73.83%
3  		0.001000	51.01	0.072799	 78.58%
4  		0.001000	58.00	0.057926	 83.26%
5  		0.001000	80.35	0.060317	 82.72%
6  		0.001000	77.08	0.048336	 81.64%
7  		0.001000	63.04	0.046498	 84.62%
8  		0.001000	68.77	0.055387	 82.75%
9  		0.001000	68.68	0.049133	 86.18%
10 		0.001000	66.23	0.040725	 87.89%
11 		0.001000	78.56	0.020539	 86.18%
12 		0.001000	75.16	0.027621	 85.73%
13 		0.001000	81.83	0.022542	 85.94%
14 		0.001000	74.03	0.022611	 81.97%
1  		0.001000	0.65	1.708011	 4.48%
2  		0.001000	0.65	1.710000	 4.48%
3  		0.001000	0.56	1.713977	 4.54%
1  		0.001000	0.65	1.718497	 13.67%
2  		0.001000	0.95	1.724470	 13.70%
3  		0.001000	0.63	1.724477	 13.67%
4  		0.001000	0.71	1.726418	 13.88%
5  		0.001000	1.12	1.726479	 13.61%
6  		0.001000	1.16	1.726330	 14.03%
7  		0.001000	1.29	1.722420	 14.06%
8  		0.001000	0.84	1.724379	 14.30%
9  		0.001000	1.13	1.724444	 14.06%
10 		0.001000	1.89	1.724411	 13.82%
11 		0.001000	1.27	1.722441	 14.00%
12 		0.001000	1.48	1.726368	 14.09%
13 		0.001000	1.75	1.722407	 14.21%
14 		0.001000	1.05	1.724400	 13.97%
1  		0.001000	2.04	3.145810	 20.13%
